brand,body_type,year,month,fuel_type,transmission,engine_vol,mileage_k,condition,owners,reg_type,fuel_efficiency,max_power,seats,segment,price_inr,age,mileage_per_year,age_squared,brand_tier
Maruti Suzuki,Sedan,2018,1,Diesel,Manual,1.2,100.0,Good,2,Private,28.4,74.0,5,Budget,700000,8.2,12.2,67.2,1
Hyundai,Hatchback,2011,10,Petrol,Manual,1.1,110.0,Good,2,Private,17.9,62.1,5,Mid-Range,156000,14.5,7.6,210.2,2
Mahindra,Hatchback,2016,8,Diesel,Manual,1.5,103.0,Good,1,Private,16.5,70.0,7,Mid-Range,700000,9.7,10.6,94.1,2
Maruti Suzuki,Hatchback,2010,1,Petrol,Manual,1.1,577.4,Poor,2,Private,18.9,67.0,5,Budget,194000,16.2,35.6,262.4,1
Maruti Suzuki,Hatchback,2006,3,Petrol,Manual,0.8,100.0,Fair,2,Private,19.7,46.3,5,Budget,120000,20.1,5.0,404.0,1
Honda,Sedan,2015,3,Petrol,Automatic,1.2,45.0,Good,1,Private,15.5,86.7,5,Mid-Range,415000,11.1,4.1,123.2,2
Honda,Sedan,2015,2,Petrol,Automatic,1.2,45.0,Excellent,1,Private,15.5,86.7,5,Mid-Range,450000,11.2,4.0,125.4,2
Honda,Hatchback,2014,5,Petrol,Manual,1.2,40.0,Good,3,Bharat,19.4,86.8,5,Mid-Range,325000,11.9,3.4,141.6,2
Mahindra,Hatchback,2014,10,Diesel,Manual,2.5,200.0,Fair,1,Private,16.0,62.1,9,Mid-Range,525000,11.5,17.4,132.2,2
Hyundai,Sedan,2017,3,Petrol,Manual,0.8,100.0,Fair,1,Private,21.1,55.2,5,Mid-Range,265000,9.1,11.0,82.8,2
Maruti Suzuki,Minivan,2008,3,Petrol,Manual,0.8,120.0,Poor,2,Private,19.7,35.0,8,Budget,100000,18.1,6.6,327.6,1
Jaguar,SUV,2017,8,Diesel,Automatic,2.0,9.0,Excellent,1,Private,13.6,177.0,5,Premium,2711000,8.7,1.0,75.7,3
Lexus,Sedan,2019,4,Petrol,Automatic,2.5,20.0,Good,1,Private,22.4,214.6,5,Premium,5150000,7.0,2.9,49.0,3
Jaguar,SUV,2017,4,Diesel,Automatic,2.0,45.0,Good,1,Private,19.3,177.0,5,Premium,3200000,9.0,5.0,81.0,3
Tata,SUV,2015,3,Diesel,Manual,2.2,110.0,Good,1,Bharat,14.1,147.9,7,Budget,503000,11.1,9.9,123.2,1
Volvo,SUV,2019,11,Diesel,Automatic,2.0,20.0,Excellent,1,Private,18.0,190.0,5,Premium,3800000,6.4,3.1,41.0,3
Toyota,Sedan,2016,1,Petrol,Automatic,2.5,68.1,Excellent,1,Private,19.2,157.7,5,Mid-Range,2000000,10.2,6.7,104.0,2
Maruti Suzuki,Hatchback,2013,8,Petrol + CNG,Manual,1.0,58.3,Good,1,Private,21.8,67.0,5,Budget,225000,12.7,4.6,161.3,1
Maruti Suzuki,Hatchback,2018,1,Diesel,Manual,1.2,38.8,Excellent,1,Private,27.4,74.0,5,Budget,740000,8.2,4.7,67.2,1
Honda,Hatchback,2016,7,Petrol,Manual,1.2,56.5,Good,1,Private,18.2,88.7,5,Mid-Range,550000,9.8,5.8,96.0,2
Toyota,MUV,2013,5,Diesel,Manual,2.5,79.3,Fair,2,Private,13.0,100.6,7,Mid-Range,750000,12.9,6.1,166.4,2
Maruti Suzuki,Hatchback,2019,4,Petrol,Automatic,1.2,5.6,Excellent,1,Private,22.0,81.8,5,Budget,650000,7.0,0.8,49.0,1
Toyota,Hatchback,2017,4,Petrol,Manual,1.5,25.5,Excellent,1,Private,16.8,88.7,5,Mid-Range,625000,9.0,2.8,81.0,2
Maruti Suzuki,Hatchback,2018,8,Petrol,Automatic,1.2,69.8,Good,1,Private,22.0,81.8,5,Budget,600000,7.7,9.1,59.3,1
Hyundai,Hatchback,2017,11,Diesel,Manual,1.2,56.3,Excellent,1,Private,24.0,74.0,5,Mid-Range,450000,8.4,6.7,70.6,2
BMW,SUV,2019,11,Diesel,Automatic,2.0,7.5,Excellent,1,Bharat,16.8,190.0,5,Premium,5400000,6.4,1.2,41.0,3
BMW,Sedan,2019,6,Diesel,Automatic,2.0,8.5,Excellent,1,Private,16.8,190.0,5,Premium,5500000,6.8,1.2,46.2,3
Honda,Sedan,2019,12,Petrol,Automatic,1.2,7.0,Excellent,1,Private,19.0,88.8,5,Mid-Range,779000,6.3,1.1,39.7,2
Skoda,Sedan,2016,1,Petrol,Automatic,1.6,11.0,Excellent,1,Private,14.3,103.5,5,Mid-Range,645000,10.2,1.1,104.0,2
Volvo,SUV,2018,10,Diesel,Automatic,2.0,2.0,Excellent,1,Private,16.8,150.0,5,Premium,2475000,7.5,0.3,56.2,3
Tata,Sedan,2015,8,Diesel,Manual,1.2,100.0,Good,1,Private,23.0,88.7,5,Budget,400000,10.7,9.3,114.5,1
Hyundai,Hatchback,2013,2,Diesel,Manual,1.4,40.0,Good,1,Private,21.9,88.8,5,Mid-Range,345000,13.2,3.0,174.2,2
Mahindra,SUV,2018,6,Diesel,Manual,2.5,15.0,Excellent,2,Private,16.6,105.0,6,Mid-Range,850000,7.8,1.9,60.8,2
Maruti Suzuki,Hatchback,2018,9,Petrol,Automatic,1.2,15.0,Excellent,1,Private,20.9,81.8,5,Budget,620000,7.6,2.0,57.8,1
Maruti Suzuki,Hatchback,2018,1,Petrol,Manual,1.2,10.0,Good,2,Private,21.4,83.1,5,Budget,700000,8.2,1.2,67.2,1
Tata,Sedan,2012,6,Diesel,Manual,1.2,90.0,Good,1,Private,22.3,74.0,5,Budget,200000,13.8,6.5,190.4,1
Mahindra,Hatchback,2017,8,Diesel,Manual,1.5,80.0,Good,1,Private,16.5,70.0,7,Mid-Range,660000,8.7,9.2,75.7,2
Mitsubishi,Hatchback,2015,10,Diesel,Manual,2.5,39.0,Good,1,Private,13.5,175.6,7,Mid-Range,1700000,10.5,3.7,110.2,2
Tata,SUV,2009,2,Diesel,Manual,1.4,60.0,Good,2,Private,17.9,52.8,5,Budget,90000,17.2,3.5,295.8,1
Mahindra,SUV,2015,5,Diesel,Manual,2.2,28.0,Good,2,Private,15.1,140.0,7,Mid-Range,1050000,10.9,2.6,118.8,2
Ford,Hatchback,2010,6,Petrol,Manual,1.2,90.0,Fair,2,Taxi,15.6,70.0,5,Mid-Range,160000,15.8,5.7,249.6,2
Honda,Sedan,2006,5,Petrol,Manual,1.8,80.0,Good,3,Taxi,13.5,130.0,5,Mid-Range,150000,19.9,4.0,396.0,2
Maruti Suzuki,Hatchback,2010,3,Petrol,Manual,1.0,35.0,Good,1,Private,19.0,67.1,5,Budget,200000,16.1,2.2,259.2,1
Toyota,Sedan,2011,4,Diesel,Manual,1.4,185.0,Good,2,Private,21.4,87.2,5,Mid-Range,365000,15.0,12.3,225.0,2
Fiat,Sedan,2009,7,Petrol,Manual,1.2,110.0,Good,2,Private,15.7,67.0,5,Budget,140000,16.8,6.5,282.2,1
Fiat,MUV,2016,4,Diesel,Manual,1.2,100.0,Good,1,Private,20.5,91.7,5,Budget,360000,10.0,10.0,100.0,1
Honda,Sedan,2008,9,Petrol,Manual,1.5,110.0,Good,2,Private,17.7,78.0,5,Mid-Range,200000,17.6,6.2,309.8,2
Skoda,Sedan,2010,11,Diesel + CNG,Manual,1.9,100.0,Fair,2,Private,17.5,106.0,5,Mid-Range,250000,15.4,6.5,237.2,2
Skoda,SUV,2008,12,Diesel,Manual,1.9,110.0,Fair,2,Private,17.5,106.0,5,Mid-Range,229999,17.3,6.4,299.3,2
Ford,SUV,2011,10,Diesel,Manual,1.4,130.0,Good,2,Private,17.8,68.0,5,Mid-Range,320000,14.5,9.0,210.2,2
Hyundai,Hatchback,2003,2,Petrol + CNG,Manual,1.5,68.3,Fair,3,Taxi,18.0,80.0,5,Mid-Range,85000,23.2,2.9,538.2,2
Hyundai,SUV,2018,5,Petrol,Manual,1.6,27.0,Excellent,1,Private,15.8,121.3,5,Mid-Range,1200000,7.9,3.4,62.4,2
Maruti Suzuki,Hatchback,2018,8,Petrol,Automatic,1.2,9.0,Excellent,1,Private,21.4,83.1,5,Budget,740000,7.7,1.2,59.3,1
Hyundai,Hatchback,2013,5,Diesel,Manual,1.4,40.0,Excellent,1,Private,21.9,88.8,5,Mid-Range,345000,12.9,3.1,166.4,2
Maruti Suzuki,Hatchback,2019,10,Petrol,Automatic,1.2,19.0,Excellent,2,Private,20.9,81.8,5,Budget,570000,6.5,2.9,42.2,1
Maruti Suzuki,Hatchback,2019,12,Petrol,Manual,1.2,10.0,Excellent,1,Taxi,20.5,81.8,5,Budget,490000,6.3,1.6,39.7,1
Tata,Hatchback,2013,8,Diesel,Manual,1.4,100.0,Good,1,Private,23.6,70.0,5,Budget,250000,12.7,7.9,161.3,1
Maruti Suzuki,Hatchback,2017,8,Petrol,Automatic,1.0,20.0,Excellent,1,Private,20.5,67.0,5,Budget,430000,8.7,2.3,75.7,1
Hyundai,Hatchback,2014,9,Petrol,Manual,0.8,35.0,Good,1,Private,21.1,55.2,5,Mid-Range,225000,11.6,3.0,134.6,2
Mahindra,SUV,2018,10,Diesel,Manual,2.5,15.0,Excellent,2,Private,16.6,105.0,6,Mid-Range,850000,7.5,2.0,56.2,2
Maruti Suzuki,Hatchback,2018,6,Petrol + CNG,Automatic,1.2,15.0,Excellent,1,Private,20.9,81.8,5,Budget,620000,7.8,1.9,60.8,1
Hyundai,Hatchback,2014,12,Diesel,Manual,1.4,70.0,Good,2,Private,22.5,88.7,5,Mid-Range,440000,11.3,6.2,127.7,2
Maruti Suzuki,SUV,2016,4,Diesel,Manual,1.2,70.0,Excellent,1,Private,24.3,88.5,5,Budget,800000,10.0,7.0,100.0,1
Maruti Suzuki,Hatchback,2018,12,Petrol,Manual,1.2,10.0,Excellent,2,Private,21.4,83.1,5,Budget,700000,7.3,1.4,53.3,1
Maruti Suzuki,Hatchback,2016,11,Diesel,Manual,1.2,47.0,Good,1,Private,25.2,74.0,5,Budget,600000,9.4,5.0,88.4,1
Tata,SUV,2012,3,Diesel,Manual,1.2,90.0,Excellent,1,Private,22.3,74.0,5,Budget,200000,14.1,6.4,198.8,1
Mahindra,SUV,2017,12,Diesel,Manual,1.5,80.0,Excellent,1,Private,16.5,70.0,7,Mid-Range,660000,8.3,9.6,68.9,2
Mitsubishi,Hatchback,2015,5,Diesel,Manual,2.5,39.0,Good,1,Private,13.5,175.6,7,Mid-Range,1700000,10.9,3.6,118.8,2
Hyundai,Hatchback,2015,6,Diesel,Manual,1.1,53.0,Good,1,Private,24.0,70.0,5,Mid-Range,450000,10.8,4.9,116.6,2
Maruti Suzuki,Sedan,2013,3,Diesel,Manual,1.2,105.0,Fair,2,Private,23.4,74.0,5,Budget,420000,13.1,8.0,171.6,1
Toyota,MUV,2011,2,Diesel,Manual,2.5,121.9,Good,1,Private,12.8,102.0,8,Mid-Range,500000,15.2,8.0,231.0,2
Tata,Hatchback,2016,7,Petrol,Manual,1.2,15.0,Good,1,Private,23.8,84.0,5,Budget,350000,9.8,1.5,96.0,1
Mahindra,Hatchback,2014,11,Diesel,Manual,2.5,100.0,Excellent,1,Private,14.0,95.0,8,Mid-Range,280000,11.4,8.8,130.0,2
Renault,SUV,2013,5,Diesel,Manual,1.5,152.2,Good,2,Private,20.4,83.8,5,Budget,425000,12.9,11.8,166.4,1
Hyundai,Hatchback,2013,9,Petrol,Manual,1.2,82.2,Fair,1,Private,20.4,78.9,5,Mid-Range,295000,12.6,6.5,158.8,2
Maruti Suzuki,Hatchback,2016,3,Petrol,Manual,1.2,20.0,Excellent,1,Private,20.4,81.8,5,Budget,540000,10.1,2.0,102.0,1
Maruti Suzuki,Sedan,2017,8,Diesel,Manual,1.2,40.0,Excellent,1,Bharat,28.4,74.0,5,Budget,754000,8.7,4.6,75.7,1
Toyota,MUV,2011,6,Diesel,Manual,2.5,89.6,Good,2,Private,12.8,102.0,8,Mid-Range,650000,14.8,6.1,219.0,2
Toyota,MUV,2011,4,Diesel,Manual,2.5,250.0,Fair,2,Private,12.8,102.0,7,Mid-Range,550000,15.0,16.7,225.0,2
Toyota,MUV,2011,12,Diesel,Manual,2.5,250.0,Fair,2,Private,12.8,102.0,7,Mid-Range,550000,14.3,17.5,204.5,2
Ford,Hatchback,2019,12,Petrol,Manual,1.2,2.8,Excellent,1,Bharat,18.2,86.8,5,Mid-Range,675000,6.3,0.4,39.7,2
Ford,Hatchback,2018,9,Diesel,Manual,1.5,35.3,Excellent,1,Private,23.8,99.0,5,Mid-Range,700000,7.6,4.6,57.8,2
Ford,SUV,2018,5,Diesel,Manual,1.5,2.9,Good,1,Taxi,23.8,99.0,5,Mid-Range,795000,7.9,0.4,62.4,2
Toyota,MUV,2010,10,Diesel,Manual,2.5,200.0,Good,1,Bharat,12.8,102.0,7,Mid-Range,515000,15.5,12.9,240.2,2
Mahindra,Sedan,2018,6,Electric (EV),Manual,1.2,20.0,Excellent,1,Private,18.2,82.0,6,Mid-Range,450000,7.8,2.6,60.8,2
Hyundai,MUV,2008,9,Petrol,Manual,1.1,60.0,Excellent,3,Private,15.0,66.6,5,Mid-Range,155000,17.6,3.4,309.8,2
Toyota,MUV,2011,7,Diesel,Manual,1.4,100.0,Good,2,Private,23.6,67.1,5,Mid-Range,350000,14.8,6.8,219.0,2
Ford,Hatchback,2011,12,Diesel,Manual,1.4,78.6,Good,1,Private,20.0,68.0,5,Mid-Range,250000,14.3,5.5,204.5,2
Hyundai,Sedan,2011,5,Diesel,Manual,1.6,96.0,Good,4,Private,22.3,126.3,5,Mid-Range,450000,14.9,6.4,222.0,2
Hyundai,Sedan,2011,2,Diesel,Manual,1.6,96.0,Good,4,Private,22.3,126.3,5,Mid-Range,450000,15.2,6.3,231.0,2
Maruti Suzuki,SUV,2003,4,Petrol,Manual,0.8,36.1,Fair,1,Private,16.1,37.0,4,Budget,55599,23.0,1.6,529.0,1
Hyundai,Hatchback,2014,2,Diesel,Manual,1.4,50.0,Good,1,Private,22.5,88.7,5,Mid-Range,420000,12.2,4.1,148.8,2
Toyota,Sedan,2012,3,Diesel,Manual,1.5,100.0,Excellent,1,Private,18.0,80.0,5,Mid-Range,315000,14.1,7.1,198.8,2
Maruti Suzuki,Hatchback,2018,10,Diesel,Manual,1.2,40.0,Good,1,Private,25.1,88.5,5,Budget,750000,7.5,5.3,56.2,1
Datsun,Hatchback,2020,12,Petrol,Manual,1.2,10.0,Excellent,1,Private,19.0,67.0,5,Budget,450000,5.3,1.9,28.1,1
Maruti Suzuki,Hatchback,2008,3,Diesel,Manual,1.2,60.0,Good,2,Private,17.8,75.0,5,Budget,175000,18.1,3.3,327.6,1
Hyundai,Hatchback,2019,4,Petrol,Manual,1.2,10.0,Excellent,1,Private,17.2,81.9,5,Mid-Range,650000,7.0,1.4,49.0,2
Maruti Suzuki,MUV,2018,6,Diesel,Manual,1.2,10.0,Excellent,1,Private,25.5,88.5,7,Budget,1050000,7.8,1.3,60.8,1
Hyundai,Sedan,2011,12,Diesel,Manual,1.6,35.0,Good,2,Private,22.3,126.3,5,Mid-Range,375000,14.3,2.4,204.5,2
Hyundai,Sedan,2014,3,Diesel,Manual,2.2,80.0,Good,1,Private,14.7,194.3,7,Mid-Range,1100000,12.1,6.6,146.4,2
Mahindra,SUV,2019,10,Diesel,Manual,2.2,28.0,Excellent,1,Taxi,15.1,152.9,7,Mid-Range,1550000,6.5,4.3,42.2,2
Ford,Hatchback,2017,1,Diesel,Manual,1.5,35.0,Excellent,1,Private,24.3,99.0,5,Mid-Range,620000,9.2,3.8,84.6,2
Jeep,SUV,2017,1,Diesel,Manual,2.0,32.0,Excellent,1,Private,16.3,170.0,5,Mid-Range,1511000,9.2,3.5,84.6,2
Maruti Suzuki,Hatchback,2003,9,Petrol,Manual,1.0,40.0,Good,1,Private,18.9,67.1,5,Budget,135000,22.6,1.8,510.8,1
Hyundai,Sedan,2011,9,Diesel + CNG,Manual,1.6,35.0,Fair,2,Private,22.3,126.3,5,Mid-Range,375000,14.6,2.4,213.2,2
Renault,Hatchback,2019,5,Petrol,Manual,0.8,10.0,Excellent,1,Private,25.2,53.3,5,Budget,320000,6.9,1.4,47.6,1
Mahindra,SUV,2019,9,Diesel,Automatic,2.2,25.0,Excellent,2,Bharat,15.1,152.9,7,Mid-Range,1650000,6.6,3.8,43.6,2
Maruti Suzuki,Hatchback,2016,11,Petrol,Manual,1.0,50.0,Good,1,Private,24.0,67.0,5,Budget,320000,9.4,5.3,88.4,1
Maruti Suzuki,Sedan,2012,7,Diesel,Manual,1.2,129.0,Good,1,Taxi,19.3,73.9,5,Budget,400000,13.8,9.3,190.4,1
Mahindra,SUV,2015,9,Diesel,Automatic,2.2,100.0,Good,2,Bharat,16.0,140.0,7,Mid-Range,900000,10.6,9.4,112.4,2
Maruti Suzuki,Hatchback,2018,12,Petrol + CNG,Manual,0.8,30.0,Excellent,1,Private,24.7,47.3,5,Budget,310000,7.3,4.1,53.3,1
Tata,SUV,2018,7,Petrol + CNG,Manual,1.2,28.0,Excellent,2,Private,17.0,108.5,5,Budget,595000,7.8,3.6,60.8,1
Maruti Suzuki,Sedan,2017,9,Diesel,Manual,1.2,60.0,Excellent,1,Private,23.6,88.5,5,Budget,800000,8.6,7.0,74.0,1
Mahindra,Sedan,2013,2,Petrol,Manual,1.6,70.0,Good,1,Private,13.9,86.0,5,Mid-Range,350000,13.2,5.3,174.2,2
Tata,SUV,2013,11,Diesel,Manual,1.4,110.0,Good,1,Private,19.1,70.0,5,Budget,275000,12.4,8.9,153.8,1
Maruti Suzuki,Minivan,2019,11,Petrol,Manual,1.2,10.0,Excellent,1,Private,15.4,73.0,5,Budget,420000,6.4,1.6,41.0,1
Hyundai,Sedan,2008,8,Diesel,Manual,1.5,110.0,Good,2,Private,18.1,110.0,5,Mid-Range,250000,17.7,6.2,313.3,2
Maruti Suzuki,Hatchback,2007,7,Diesel,Manual,1.2,100.0,Good,2,Private,17.8,75.0,5,Budget,250000,18.8,5.3,353.4,1
Mahindra,SUV,2008,6,Diesel,Manual,2.2,120.0,Good,2,Private,12.0,120.0,8,Mid-Range,290000,17.8,6.7,316.8,2
Hyundai,Hatchback,2016,5,Petrol,Automatic,1.2,60.0,Good,1,Private,16.9,82.0,5,Mid-Range,525000,9.9,6.1,98.0,2
Mahindra,SUV,2008,4,Diesel,Manual,2.6,110.0,Fair,3,Taxi,10.5,120.0,7,Mid-Range,250000,18.0,6.1,324.0,2
Hyundai,Hatchback,2007,7,Petrol + CNG,Manual,1.5,64.0,Good,1,Private,18.0,80.0,5,Mid-Range,90000,18.8,3.4,353.4,2
Maruti Suzuki,Hatchback,2017,3,Petrol,Manual,1.0,10.0,Excellent,1,Private,23.1,67.0,5,Budget,430000,9.1,1.1,82.8,1
Maruti Suzuki,Hatchback,2017,8,Petrol,Manual,1.2,35.0,Excellent,1,Private,21.4,83.1,5,Budget,630000,8.7,4.0,75.7,1
Tata,Hatchback,2018,2,Petrol,Manual,1.2,23.0,Excellent,1,Private,20.3,84.0,5,Budget,550000,8.2,2.8,67.2,1
Maruti Suzuki,Hatchback,2019,1,Diesel,Manual,1.2,15.0,Excellent,2,Taxi,28.4,74.0,5,Budget,630000,7.2,2.1,51.8,1
Mahindra,Sedan,2018,11,Diesel,Manual,2.2,20.0,Excellent,1,Private,18.5,120.0,9,Mid-Range,850000,7.4,2.7,54.8,2
Mahindra,MUV,2011,2,Diesel,Manual,2.5,90.0,Good,1,Private,13.6,63.0,7,Mid-Range,455000,15.2,5.9,231.0,2
Mahindra,SUV,2011,9,Diesel,Manual,2.5,90.0,Good,1,Private,13.6,63.0,7,Mid-Range,445000,14.6,6.2,213.2,2
Hyundai,Hatchback,2013,5,Diesel,Manual,1.4,80.0,Excellent,1,Private,21.9,88.8,5,Mid-Range,370000,12.9,6.2,166.4,2
Hyundai,Hatchback,2016,11,Petrol,Manual,1.2,50.0,Good,1,Private,18.9,82.0,5,Mid-Range,500000,9.4,5.3,88.4,2
Tata,Hatchback,2005,8,Diesel,Manual,1.5,50.0,Fair,2,Private,18.0,80.0,5,Budget,95000,20.7,2.4,428.5,1
Tata,Hatchback,2012,3,Diesel,Manual,1.4,185.0,Good,2,Private,19.4,70.0,5,Budget,140000,14.1,13.1,198.8,1
Maruti Suzuki,Hatchback,2019,7,Petrol,Manual,1.2,40.0,Excellent,1,Private,21.2,81.8,5,Budget,550000,6.8,5.9,46.2,1
Renault,Hatchback,2017,2,Petrol,Manual,1.0,30.0,Excellent,1,Private,23.0,67.0,5,Budget,300000,9.2,3.3,84.6,1
Tata,MUV,2011,8,Diesel,Manual,1.4,120.0,Excellent,1,Private,23.0,69.0,5,Budget,150000,14.7,8.2,216.1,1
Maruti Suzuki,Hatchback,2011,7,Petrol,Manual,1.0,500.0,Poor,2,Private,18.9,67.1,5,Budget,229999,14.8,33.8,219.0,1
Mahindra,SUV,2017,12,Diesel,Manual,2.2,46.0,Excellent,1,Private,15.4,120.0,7,Mid-Range,880000,8.3,5.5,68.9,2
Toyota,SUV,2011,5,Diesel,Manual,3.0,120.0,Good,1,Private,11.5,171.0,7,Mid-Range,900000,14.9,8.1,222.0,2
Mahindra,SUV,2015,12,Diesel,Manual,2.5,80.0,Good,1,Private,15.4,75.0,9,Mid-Range,720000,10.3,7.8,106.1,2
Hyundai,Hatchback,2016,11,Diesel,Manual,1.4,90.0,Good,2,Private,22.5,88.7,5,Mid-Range,550000,9.4,9.6,88.4,2
Mahindra,SUV,2015,4,Diesel,Manual,2.5,90.0,Good,1,Private,15.4,75.0,9,Mid-Range,720000,11.0,8.2,121.0,2
Hyundai,Hatchback,2006,1,Petrol,Manual,1.5,80.0,Good,2,Private,18.0,80.0,5,Mid-Range,70000,20.2,4.0,408.0,2
Maruti Suzuki,Hatchback,2016,5,Diesel,Manual,1.2,70.0,Good,1,Private,25.2,74.0,5,Budget,535000,9.9,7.1,98.0,1
Hyundai,Hatchback,2015,12,Diesel,Manual,1.1,91.0,Good,3,Private,24.4,71.0,5,Mid-Range,320000,10.3,8.8,106.1,2
Hyundai,Hatchback,2015,9,Diesel,Manual,1.4,90.0,Excellent,1,Private,22.5,88.7,5,Mid-Range,500000,10.6,8.5,112.4,2
Maruti Suzuki,MUV,2014,10,Diesel,Manual,1.2,110.0,Excellent,2,Private,20.8,88.8,7,Budget,525000,11.5,9.6,132.2,1
Renault,Hatchback,2019,4,Petrol,Manual,1.0,90.0,Good,1,Private,23.0,67.0,5,Budget,220000,7.0,12.9,49.0,1
Tata,Hatchback,2018,9,Petrol,Manual,1.2,50.0,Excellent,1,Private,23.8,84.0,5,Budget,350000,7.6,6.6,57.8,1
Mahindra,Hatchback,2016,12,Diesel,Manual,1.5,60.0,Excellent,1,Private,18.5,100.0,7,Mid-Range,530000,9.3,6.5,86.5,2
Maruti Suzuki,Hatchback,2013,2,Petrol,Manual,0.8,35.0,Fair,1,Private,22.7,47.3,5,Budget,215000,13.2,2.7,174.2,1
Volkswagen,Sedan,2012,4,Diesel + CNG,Manual,1.6,100.0,Good,1,Private,20.5,103.6,5,Mid-Range,335000,14.0,7.1,196.0,2
Hyundai,Sedan,2015,9,Diesel,Manual,1.1,90.0,Fair,2,Private,24.4,71.0,5,Mid-Range,320000,10.6,8.5,112.4,2
Ford,Hatchback,2011,4,Diesel,Manual,1.4,120.0,Good,2,Private,20.0,68.0,5,Mid-Range,135000,15.0,8.0,225.0,2
Maruti Suzuki,Sedan,2009,5,Petrol,Manual,1.0,95.0,Good,2,Private,19.0,66.1,5,Budget,175000,16.9,5.6,285.6,1
Mahindra,Hatchback,2017,11,Diesel,Manual,2.5,35.0,Excellent,1,Private,16.0,62.1,7,Mid-Range,800000,8.4,4.2,70.6,2
Tata,Sedan,2007,8,Petrol,Manual,1.2,38.0,Good,2,Private,15.3,65.3,5,Budget,78000,18.7,2.0,349.7,1
Honda,Sedan,2014,1,Petrol,Manual,1.5,56.0,Good,2,Private,17.4,117.3,5,Mid-Range,565000,12.2,4.6,148.8,2
Hyundai,Hatchback,2017,1,Diesel,Manual,1.4,50.0,Good,1,Private,22.5,88.7,5,Mid-Range,575000,9.2,5.4,84.6,2
Hyundai,Hatchback,2014,9,Petrol + CNG,Manual,0.8,70.0,Excellent,2,Private,21.1,55.2,5,Mid-Range,170000,11.6,6.0,134.6,2
Maruti Suzuki,Sedan,2014,9,Petrol,Manual,0.8,30.0,Good,1,Private,22.7,47.3,5,Budget,250999,11.6,2.6,134.6,1
Mahindra,SUV,2015,4,Diesel,Manual,2.2,188.0,Good,1,Private,16.0,140.0,7,Mid-Range,950000,11.0,17.1,121.0,2
Honda,Sedan,2014,2,Petrol,Manual,1.5,60.0,Good,1,Private,17.8,117.3,5,Mid-Range,650000,12.2,4.9,148.8,2
Tata,SUV,2013,9,Diesel,Manual,2.2,133.0,Fair,1,Private,14.0,138.1,7,Budget,550000,12.6,10.6,158.8,1
Toyota,MUV,2010,4,Diesel,Manual,2.5,160.0,Fair,1,Private,12.8,102.0,7,Mid-Range,650000,16.0,10.0,256.0,2
Mahindra,SUV,2013,6,Diesel,Manual,2.2,150.0,Fair,2,Private,15.1,140.0,7,Mid-Range,800000,12.8,11.7,163.8,2
Maruti Suzuki,Sedan,2020,12,Petrol,Manual,0.8,30.0,Excellent,1,Private,22.0,47.3,5,Budget,250999,5.3,5.7,28.1,1
Maruti Suzuki,Sedan,2013,1,Petrol,Manual,0.8,60.0,Fair,2,Private,22.7,47.3,5,Budget,170000,13.2,4.5,174.2,1
Tata,Hatchback,2013,12,Diesel,Manual,1.4,30.0,Excellent,1,Private,19.1,69.0,5,Budget,250000,12.3,2.4,151.3,1
Chevrolet,MUV,2014,9,Petrol,Manual,1.4,80.0,Excellent,1,Taxi,13.7,98.8,7,Budget,312000,11.6,6.9,134.6,1
Maruti Suzuki,Sedan,2014,5,Petrol,Manual,0.8,20.0,Good,1,Private,22.7,47.3,5,Budget,250000,11.9,1.7,141.6,1
Hyundai,Sedan,2013,3,Petrol,Manual,0.8,80.0,Good,1,Private,21.1,55.2,5,Mid-Range,200000,13.1,6.1,171.6,2
Mahindra,SUV,2016,4,Diesel,Manual,2.5,73.0,Good,1,Private,15.4,75.0,7,Mid-Range,670000,10.0,7.3,100.0,2
Hyundai,Sedan,2017,1,Petrol,Manual,0.8,50.0,Good,1,Private,21.1,55.2,5,Mid-Range,270000,9.2,5.4,84.6,2
Mahindra,Sedan,2012,9,Diesel,Manual,2.5,200.0,Fair,1,Private,16.0,62.1,7,Mid-Range,360000,13.6,14.7,185.0,2
Maruti Suzuki,Hatchback,2018,8,Diesel,Manual,1.2,46.0,Good,1,Private,28.4,74.0,5,Budget,630000,7.7,6.0,59.3,1
Maruti Suzuki,Sedan,2003,4,Petrol,Manual,0.8,36.1,Fair,1,Private,16.1,37.0,4,Budget,55599,23.0,1.6,529.0,1
Mahindra,Hatchback,2018,2,Diesel,Manual,0.9,50.0,Excellent,1,Private,23.5,45.0,8,Mid-Range,400000,8.2,6.1,67.2,2
Hyundai,Hatchback,2014,9,Diesel,Manual,1.4,50.0,Excellent,1,Private,22.5,88.7,5,Mid-Range,420000,11.6,4.3,134.6,2
Maruti Suzuki,Sedan,2018,4,Petrol,Manual,1.4,25.0,Excellent,1,Private,20.7,91.1,5,Budget,764000,8.0,3.1,64.0,1
Mahindra,Hatchback,2019,9,Diesel,Manual,2.5,30.0,Excellent,1,Private,16.0,62.1,7,Mid-Range,710000,6.6,4.5,43.6,2
Tata,Hatchback,2018,10,Diesel,Manual,2.2,30.0,Excellent,1,Private,17.6,153.9,7,Budget,1575000,7.5,4.0,56.2,1
Force,Sedan,2018,3,Diesel,Manual,2.2,13.0,Good,1,Private,17.0,139.0,7,Budget,1050000,8.1,1.6,65.6,1
